event_id,window_id,vehicle_id,vehicle_model,physical_vehicle,source_file,source_trace,source_window_uid,attack_type,anomaly_score,evidence_level,local_alert,weak_signal,is_attack,gt_campaign_id,attack_family,scenario,seed,synthetic,frame_count,message_rate,burstiness,mean_inter_arrival_time,std_inter_arrival_time,can_id_entropy,most_common_can_id_ratio,payload_entropy
veh_00-w00,0,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_2.csv,Pre_train_S_2.csv,Challenge_S::Pre_train_S_2.csv::493::test,spoofing,0.7584175084175084,weak_suspicious_signal,0,1,1,0,spoofing,weak_campaign,11,0,100.0,100.0,0.8272308442583354,0.0004085868295997,0.0003379964552334,5.0316633802297215,0.08,2.0524162172827283
veh_00-w01,1,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_1.csv,Pre_train_S_1.csv,Challenge_S::Pre_train_S_1.csv::574::test,spoofing,0.5732323232323232,weak_suspicious_signal,0,1,1,0,spoofing,weak_campaign,11,0,100.0,100.0,1.2689784498272552,0.0003944045365458,0.0005004921263692,5.3202109099394725,0.05,2.039445002813904
veh_00-w02,2,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_2.csv,Pre_train_S_2.csv,Challenge_S::Pre_train_S_2.csv::365::test,spoofing,0.6447811447811448,weak_suspicious_signal,0,1,1,0,spoofing,weak_campaign,11,0,100.0,100.0,0.9915995780121796,0.0003995871303057,0.0003962314213898,5.103856189715574,0.08,2.0615876522622134
veh_00-w03,3,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::431::test,spoofing,0.6321548821548821,weak_suspicious_signal,0,1,1,0,spoofing,weak_campaign,11,0,100.0,100.0,1.296393274486768,0.0003991030683421,0.000517395830019,5.123856189714132,0.08,2.058587133328557
veh_00-w04,4,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_1.csv,Pre_train_D_1.csv,Challenge_D::Pre_train_D_1.csv::383::test,spoofing,0.7718855218855218,weak_suspicious_signal,0,1,1,0,spoofing,weak_campaign,11,0,100.0,100.0,1.168604570235976,0.0004167171439739,0.0004869787275481,5.164114505203761,0.05,2.053656649442752
veh_00-w05,5,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::479::test,spoofing,0.6262626262626263,weak_suspicious_signal,0,1,1,0,spoofing,weak_campaign,11,0,100.0,100.0,1.5751277025821049,0.0003967887223368,0.0006249944837527,5.167341345168656,0.07,2.0649440102841337
veh_00-w06,6,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_2.csv,Pre_train_S_2.csv,Challenge_S::Pre_train_S_2.csv::309::test,spoofing,0.7251683501683501,weak_suspicious_signal,0,1,1,0,spoofing,weak_campaign,11,0,100.0,100.0,1.1134656515288708,0.0003780499853269,0.0004209467866881,5.16875843966942,0.08,2.05863015362836
veh_00-w07,7,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::412::test,spoofing,0.7108585858585859,weak_suspicious_signal,0,1,1,0,spoofing,weak_campaign,11,0,100.0,100.0,1.7147969528849212,0.0003980000813802,0.0006824910415956,5.123856189714132,0.08,2.0509455668711136
veh_00-w08,8,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_1.csv,Pre_train_D_1.csv,Challenge_D::Pre_train_D_1.csv::462::test,spoofing,0.6203703703703703,weak_suspicious_signal,0,1,1,0,spoofing,weak_campaign,11,0,100.0,100.0,1.24178594931936,0.0004085675634519,0.0005073547014281,5.119470570738102,0.05,2.0542584390542
veh_00-w09,9,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_1.csv,Pre_train_S_1.csv,Challenge_S::Pre_train_S_1.csv::301::test,spoofing,0.5963804713804713,weak_suspicious_signal,0,1,1,0,spoofing,weak_campaign,11,0,100.0,100.0,1.1579524497346136,0.0004514443753945,0.0005227522783595,5.055825290974983,0.05,2.0476098006790404
