event_id,window_id,vehicle_id,vehicle_model,physical_vehicle,source_file,source_trace,source_window_uid,attack_type,anomaly_score,evidence_level,local_alert,weak_signal,is_attack,gt_campaign_id,attack_family,scenario,seed,synthetic,frame_count,message_rate,burstiness,mean_inter_arrival_time,std_inter_arrival_time,can_id_entropy,most_common_can_id_ratio,payload_entropy
veh_00-w00,0,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::661::test,fuzzy,1.0,strong_local_anomaly,1,0,1,0,fuzzy,strong_campaign,41,0,100.0,100.0,1.3738510349694202,0.0004091816719132,0.0005621560372995,5.655916314493451,0.04,2.073307857708988
veh_00-w01,1,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::500::test,fuzzy,1.0,strong_local_anomaly,1,0,1,0,fuzzy,strong_campaign,41,0,100.0,100.0,2.0249381779848505,0.0005575767671219,0.0011290605078406,5.561726195606846,0.05,2.0722018058560456
veh_00-w02,2,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::42::test,fuzzy,1.0,strong_local_anomaly,1,0,1,0,fuzzy,strong_campaign,41,0,100.0,100.0,0.8530653179792302,0.0036448372734917,0.0031092851207591,5.219079570554926,0.08,2.0722235807982776
veh_00-w03,3,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::667::test,fuzzy,1.0,strong_local_anomaly,1,0,1,0,fuzzy,strong_campaign,41,0,100.0,100.0,1.65520480362907,0.0010124745995107,0.0016758544758673,5.651272380026349,0.05,2.070176354343884
veh_00-w04,4,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::491::test,fuzzy,1.0,strong_local_anomaly,1,0,1,0,fuzzy,strong_campaign,41,0,100.0,100.0,1.6415075792873992,0.0004465339159724,0.0007329904489852,5.530015409841393,0.05,2.069312115682385
veh_00-w05,5,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::601::test,fuzzy,1.0,strong_local_anomaly,1,0,1,0,fuzzy,strong_campaign,41,0,100.0,100.0,0.5602111971560632,0.0003221323995879,0.0001804627374271,5.608367439474701,0.04,2.07607555456451
veh_00-w06,6,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::610::test,fuzzy,1.0,strong_local_anomaly,1,0,1,0,fuzzy,strong_campaign,41,0,100.0,100.0,1.779393723176613,0.0008256965213351,0.0014692409867063,5.591272380027792,0.05,2.0704131611105026
veh_00-w07,7,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::43::test,fuzzy,1.0,strong_local_anomaly,1,0,1,0,fuzzy,strong_campaign,41,0,100.0,100.0,0.7435794904273668,0.0037508179443051,0.0027890320392917,5.104143595616311,0.07,2.06795976783272
veh_00-w08,8,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::351::test,fuzzy,1.0,strong_local_anomaly,1,0,1,0,fuzzy,strong_campaign,41,0,100.0,100.0,0.538546374470519,0.0046791524598092,0.0025199411313714,5.648598315329089,0.08,2.071546075043568
veh_00-w09,9,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::705::test,fuzzy,1.0,strong_local_anomaly,1,0,1,0,fuzzy,strong_campaign,41,0,100.0,100.0,2.311705403928411,0.0006001429124311,0.0013873559255019,5.556174629987408,0.05,2.073583166246164
