event_id,window_id,vehicle_id,vehicle_model,physical_vehicle,source_file,source_trace,source_window_uid,attack_type,anomaly_score,evidence_level,local_alert,weak_signal,is_attack,gt_campaign_id,attack_family,scenario,seed,synthetic,frame_count,message_rate,burstiness,mean_inter_arrival_time,std_inter_arrival_time,can_id_entropy,most_common_can_id_ratio,payload_entropy
veh_00-w00,0,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_1.csv,Pre_train_S_1.csv,Challenge_S::Pre_train_S_1.csv::173::test,flooding,1.0,strong_local_anomaly,1,0,1,0,independent_0_flooding,unrelated_incidents,97,0,100.0,100.0,0.4674993765606871,0.0002852642174923,0.0001333613113321,4.119645563965573,0.36,2.0344184233930687
veh_00-w01,1,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/DoS_dataset/DoS_dataset.csv,DoS_dataset.csv,OCSLab_Car::DoS_dataset.csv::445::test,flooding,1.0,strong_local_anomaly,1,0,1,0,independent_0_flooding,unrelated_incidents,97,0,100.0,100.0,1.853606488982986,0.0011021296183268,0.0020429164658374,2.8788953082392843,0.56,2.031509022739832
veh_00-w02,2,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_1.csv,Pre_train_D_1.csv,Challenge_D::Pre_train_D_1.csv::112::test,flooding,1.0,strong_local_anomaly,1,0,1,0,independent_0_flooding,unrelated_incidents,97,0,100.0,100.0,0.4565311241107767,0.0002781718668311,0.0001269945715915,4.102292189033364,0.36,2.0551804534050704
veh_00-w03,3,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_2.csv,Pre_train_S_2.csv,Challenge_S::Pre_train_S_2.csv::154::test,flooding,1.0,strong_local_anomaly,1,0,1,0,independent_0_flooding,unrelated_incidents,97,0,100.0,100.0,0.3989053487672521,0.0002668385553841,0.0001064437259054,4.308825573563535,0.34,2.067885835085467
veh_00-w04,4,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/DoS_dataset/DoS_dataset.csv,DoS_dataset.csv,OCSLab_Car::DoS_dataset.csv::122::test,flooding,1.0,strong_local_anomaly,1,0,1,0,independent_0_flooding,unrelated_incidents,97,0,100.0,100.0,1.7679472429790977,0.0015767776604854,0.0027876614855935,3.135713369840279,0.47,2.049891598505864
veh_00-w05,5,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_1.csv,Pre_train_S_1.csv,Challenge_S::Pre_train_S_1.csv::32::test,flooding,1.0,strong_local_anomaly,1,0,1,0,independent_0_flooding,unrelated_incidents,97,0,100.0,100.0,0.2446695419063138,0.0002454459065138,6.005338217907022e-05,4.611398010852726,0.3,2.025134338722657
veh_00-w06,6,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_2.csv,Pre_train_S_2.csv,Challenge_S::Pre_train_S_2.csv::89::test,flooding,1.0,strong_local_anomaly,1,0,1,0,independent_0_flooding,unrelated_incidents,97,0,100.0,100.0,0.4207228490435703,0.0002757057999119,0.0001159961503596,4.233521880031613,0.33,2.055800503138148
veh_00-w07,7,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::168::test,flooding,1.0,strong_local_anomaly,1,0,1,0,independent_0_flooding,unrelated_incidents,97,0,100.0,100.0,0.4202553333249312,0.000271970575506,0.0001142975051191,4.223313883660798,0.35,2.057610060019237
veh_00-w08,8,veh_00,veh_00,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/DoS_dataset/DoS_dataset.csv,DoS_dataset.csv,OCSLab_Car::DoS_dataset.csv::295::test,flooding,1.0,strong_local_anomaly,1,0,1,0,independent_0_flooding,unrelated_incidents,97,0,100.0,100.0,2.0571313208884687,0.0006933838430077,0.0014263836779805,2.9558259384016337,0.54,2.003266814170444
veh_00-w09,9,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_1.csv,Pre_train_D_1.csv,Challenge_D::Pre_train_D_1.csv::96::test,flooding,1.0,strong_local_anomaly,1,0,1,0,independent_0_flooding,unrelated_incidents,97,0,100.0,100.0,0.4022694312380787,0.0002753855002046,0.0001107795708079,4.260667258591567,0.35,2.0603630903937797
veh_01-w00,0,veh_01,veh_01,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/RPM_dataset/RPM_dataset.csv,RPM_dataset.csv,OCSLab_Car::RPM_dataset.csv::470::test,malfunction_rpm,1.0,strong_local_anomaly,1,0,1,1,independent_1_malfunction_rpm,unrelated_incidents,97,0,100.0,100.0,0.779883661486132,0.00038469680632,0.0003000195337585,3.664938814117023,0.36,1.910501712365232
veh_01-w01,1,veh_01,veh_01,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/RPM_dataset/RPM_dataset.csv,RPM_dataset.csv,OCSLab_Car::RPM_dataset.csv::428::test,malfunction_rpm,1.0,strong_local_anomaly,1,0,1,1,independent_1_malfunction_rpm,unrelated_incidents,97,0,100.0,100.0,1.5194324978311744,0.0004430082109239,0.0006731225919163,3.68682826418875,0.34,1.9351183678220432
veh_01-w02,2,veh_01,veh_01,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/RPM_dataset/RPM_dataset.csv,RPM_dataset.csv,OCSLab_Car::RPM_dataset.csv::208::test,malfunction_rpm,1.0,strong_local_anomaly,1,0,1,1,independent_1_malfunction_rpm,unrelated_incidents,97,0,100.0,100.0,0.8348715257671433,0.0003866884443495,0.0003228360064021,3.5612606944198903,0.37,1.9238946621468391
veh_01-w03,3,veh_01,veh_01,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/RPM_dataset/RPM_dataset.csv,RPM_dataset.csv,OCSLab_Car::RPM_dataset.csv::744::test,malfunction_rpm,1.0,strong_local_anomaly,1,0,1,1,independent_1_malfunction_rpm,unrelated_incidents,97,0,100.0,100.0,1.7351986482921211,0.0006078469632851,0.0010547369642595,3.663516319308832,0.37,1.9122053445185152
veh_01-w04,4,veh_01,veh_01,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/RPM_dataset/RPM_dataset.csv,RPM_dataset.csv,OCSLab_Car::RPM_dataset.csv::436::test,malfunction_rpm,1.0,strong_local_anomaly,1,0,1,1,independent_1_malfunction_rpm,unrelated_incidents,97,0,100.0,100.0,0.791665299653816,0.0003869678034926,0.0003063497737737,3.665960508750229,0.35,1.9339742613936128
veh_01-w05,5,veh_01,veh_01,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/RPM_dataset/RPM_dataset.csv,RPM_dataset.csv,OCSLab_Car::RPM_dataset.csv::285::test,malfunction_rpm,1.0,strong_local_anomaly,1,0,1,1,independent_1_malfunction_rpm,unrelated_incidents,97,0,100.0,100.0,0.7828056633859144,0.0003699076296103,0.0002895665701942,3.730862758704075,0.35,1.9348041284760504
veh_01-w06,6,veh_01,veh_01,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/RPM_dataset/RPM_dataset.csv,RPM_dataset.csv,OCSLab_Car::RPM_dataset.csv::349::test,malfunction_rpm,1.0,strong_local_anomaly,1,0,1,1,independent_1_malfunction_rpm,unrelated_incidents,97,0,100.0,100.0,0.8058729938151747,0.0003818983983511,0.0003077624114854,3.638614069352101,0.37,1.9293348106608808
veh_01-w07,7,veh_01,veh_01,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/RPM_dataset/RPM_dataset.csv,RPM_dataset.csv,OCSLab_Car::RPM_dataset.csv::354::test,malfunction_rpm,1.0,strong_local_anomaly,1,0,1,1,independent_1_malfunction_rpm,unrelated_incidents,97,0,100.0,100.0,0.7904298940199029,0.0003562623804265,0.0002816012260337,3.7514721986529658,0.34,1.919310137062733
veh_01-w08,8,veh_01,veh_01,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/RPM_dataset/RPM_dataset.csv,RPM_dataset.csv,OCSLab_Car::RPM_dataset.csv::35::test,malfunction_rpm,1.0,strong_local_anomaly,1,0,1,1,independent_1_malfunction_rpm,unrelated_incidents,97,0,100.0,100.0,1.3092920305810969,0.0004654243738964,0.0006093777328728,3.622808820032819,0.36,1.904017077300541
veh_01-w09,9,veh_01,veh_01,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/RPM_dataset/RPM_dataset.csv,RPM_dataset.csv,OCSLab_Car::RPM_dataset.csv::729::test,malfunction_rpm,1.0,strong_local_anomaly,1,0,1,1,independent_1_malfunction_rpm,unrelated_incidents,97,0,100.0,100.0,0.7981882144367634,0.0003790999903823,0.0003025939426044,3.658614069350657,0.37,1.9343007908097167
veh_02-w00,0,veh_02,veh_02,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/gear_dataset/gear_dataset.csv,gear_dataset.csv,OCSLab_Car::gear_dataset.csv::387::test,malfunction_gear,1.0,strong_local_anomaly,1,0,1,2,independent_2_malfunction_gear,unrelated_incidents,97,0,100.0,100.0,0.9270654627879208,0.0004144052062371,0.0003841816813674,3.594968789588984,0.37,1.9261994599283752
veh_02-w01,1,veh_02,veh_02,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/gear_dataset/gear_dataset.csv,gear_dataset.csv,OCSLab_Car::gear_dataset.csv::359::test,malfunction_gear,1.0,strong_local_anomaly,1,0,1,2,independent_2_malfunction_gear,unrelated_incidents,97,0,100.0,100.0,0.7175078288592724,0.0003460922626533,0.0002483246254692,3.8487584396982735,0.32,1.9660795383480865
veh_02-w02,2,veh_02,veh_02,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/gear_dataset/gear_dataset.csv,gear_dataset.csv,OCSLab_Car::gear_dataset.csv::346::test,malfunction_gear,1.0,strong_local_anomaly,1,0,1,2,independent_2_malfunction_gear,unrelated_incidents,97,0,100.0,100.0,0.7421790615015336,0.0003573220185559,0.0002651976625647,3.6990210736774864,0.34,1.9332013706675608
veh_02-w03,3,veh_02,veh_02,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/gear_dataset/gear_dataset.csv,gear_dataset.csv,OCSLab_Car::gear_dataset.csv::181::test,malfunction_gear,1.0,strong_local_anomaly,1,0,1,2,independent_2_malfunction_gear,unrelated_incidents,97,0,100.0,100.0,0.64051454711143,0.0003606044884883,0.000230973061145,3.7314721986544086,0.34,1.9368815365512204
veh_02-w04,4,veh_02,veh_02,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/gear_dataset/gear_dataset.csv,gear_dataset.csv,OCSLab_Car::gear_dataset.csv::187::test,malfunction_gear,1.0,strong_local_anomaly,1,0,1,2,independent_2_malfunction_gear,unrelated_incidents,97,0,100.0,100.0,0.6654074326112178,0.0003647876508308,0.000242733079595,3.698411633727151,0.35,1.9525441425122576
veh_02-w05,5,veh_02,veh_02,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/gear_dataset/gear_dataset.csv,gear_dataset.csv,OCSLab_Car::gear_dataset.csv::417::test,malfunction_gear,1.0,strong_local_anomaly,1,0,1,2,independent_2_malfunction_gear,unrelated_incidents,97,0,100.0,100.0,1.802180799548231,0.000482111266165,0.0008688534693093,3.783923323629888,0.34,1.9455290944657533
veh_02-w06,6,veh_02,veh_02,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/gear_dataset/gear_dataset.csv,gear_dataset.csv,OCSLab_Car::gear_dataset.csv::42::test,malfunction_gear,1.0,strong_local_anomaly,1,0,1,2,independent_2_malfunction_gear,unrelated_incidents,97,0,100.0,100.0,0.7705665054116236,0.0003795551531242,0.0002924732585204,3.698411633727151,0.35,1.9333987250899975
veh_02-w07,7,veh_02,veh_02,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/gear_dataset/gear_dataset.csv,gear_dataset.csv,OCSLab_Car::gear_dataset.csv::26::test,malfunction_gear,1.0,strong_local_anomaly,1,0,1,2,independent_2_malfunction_gear,unrelated_incidents,97,0,100.0,100.0,1.263877005337925,0.0004359592090953,0.0005510000835179,3.695375793911484,0.34,1.932721713342044
veh_02-w08,8,veh_02,veh_02,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/gear_dataset/gear_dataset.csv,gear_dataset.csv,OCSLab_Car::gear_dataset.csv::443::test,malfunction_gear,1.0,strong_local_anomaly,1,0,1,2,independent_2_malfunction_gear,unrelated_incidents,97,0,100.0,100.0,1.3537543338455449,0.0003958591307052,0.0005358973675388,3.7963744486082542,0.34,1.9577956769439304
veh_02-w09,9,veh_02,veh_02,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/gear_dataset/gear_dataset.csv,gear_dataset.csv,OCSLab_Car::gear_dataset.csv::2::test,malfunction_gear,1.0,strong_local_anomaly,1,0,1,2,independent_2_malfunction_gear,unrelated_incidents,97,0,100.0,100.0,1.8646261949724632,0.0005304861550379,0.0009891602453801,3.704631136214758,0.32,1.9406242040240893
veh_03-w00,0,veh_03,veh_03,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::729::test,fuzzy,1.0,strong_local_anomaly,1,0,1,3,independent_3_fuzzy,unrelated_incidents,97,0,100.0,100.0,1.8702343702108428,0.0006991709121549,0.0013076153407983,5.40230641051405,0.07,2.068164971665874
veh_03-w01,1,veh_03,veh_03,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::494::test,fuzzy,1.0,strong_local_anomaly,1,0,1,3,independent_3_fuzzy,unrelated_incidents,97,0,100.0,100.0,1.6797062047055065,0.0010132621033023,0.001701984321616,5.401726195609729,0.06,2.070495516717803
veh_03-w02,2,veh_03,veh_03,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::695::test,fuzzy,1.0,strong_local_anomaly,1,0,1,3,independent_3_fuzzy,unrelated_incidents,97,0,100.0,100.0,2.1521617354361746,0.0006741321448123,0.0014508435588544,5.429533386120993,0.05,2.076358443026439
veh_03-w03,3,veh_03,veh_03,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::495::test,fuzzy,1.0,strong_local_anomaly,1,0,1,3,independent_3_fuzzy,unrelated_incidents,97,0,100.0,100.0,1.848290823393468,0.00079280920703,0.0014653438303462,5.320658440151687,0.07,2.072274477126364
veh_03-w04,4,veh_03,veh_03,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::331::test,fuzzy,1.0,strong_local_anomaly,1,0,1,3,independent_3_fuzzy,unrelated_incidents,97,0,100.0,100.0,0.6058424926734584,0.0043564348509817,0.0026393139551307,5.653919005086925,0.06,2.072892410243295
veh_03-w05,5,veh_03,veh_03,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::176::test,fuzzy,1.0,strong_local_anomaly,1,0,1,3,independent_3_fuzzy,unrelated_incidents,97,0,100.0,100.0,0.6520497901503712,0.0043357381917009,0.0028271178300953,5.561076879941253,0.06,2.0720114661305598
veh_03-w06,6,veh_03,veh_03,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::703::test,fuzzy,1.0,strong_local_anomaly,1,0,1,3,independent_3_fuzzy,unrelated_incidents,97,0,100.0,100.0,1.6839221703286202,0.0004698001977169,0.0007911086524824,5.663465189515085,0.04,2.0677208903118416
veh_03-w07,7,veh_03,veh_03,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::660::test,fuzzy,1.0,strong_local_anomaly,1,0,1,3,independent_3_fuzzy,unrelated_incidents,97,0,100.0,100.0,1.8457175689449172,0.0005835981080026,0.001077159126861,5.513269689435759,0.06,2.0694682947195555
veh_03-w08,8,veh_03,veh_03,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::32::test,fuzzy,1.0,strong_local_anomaly,1,0,1,3,independent_3_fuzzy,unrelated_incidents,97,0,100.0,100.0,0.8099893534428986,0.0033878268617572,0.0027441044993205,5.441726195611173,0.05,2.0736281780720485
veh_03-w09,9,veh_03,veh_03,OCSLab_Car,/workspace/Dataset/ocslab_classic_only/Fuzzy_dataset/Fuzzy_dataset.csv,Fuzzy_dataset.csv,OCSLab_Car::Fuzzy_dataset.csv::156::test,fuzzy,1.0,strong_local_anomaly,1,0,1,3,independent_3_fuzzy,unrelated_incidents,97,0,100.0,100.0,0.6505700143628476,0.0003523850681805,0.0002292518094375,5.745720814402583,0.04,2.074668364949291
veh_04-w00,0,veh_04,veh_04,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_2.csv,Pre_train_S_2.csv,Challenge_S::Pre_train_S_2.csv::441::test,spoofing,0.9284511784511784,strong_local_anomaly,1,0,1,4,independent_4_spoofing,unrelated_incidents,97,0,100.0,100.0,0.8495536460519658,0.0003870400515469,0.0003288121365135,5.199792470145579,0.07,2.0645769217395484
veh_04-w01,1,veh_04,veh_04,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::508::test,spoofing,0.877104377104377,strong_local_anomaly,1,0,1,4,independent_4_spoofing,unrelated_incidents,97,0,100.0,100.0,1.3775318973083728,0.0003989393060857,0.000549552996755,5.103856189715574,0.08,2.0634989280801435
veh_04-w02,2,veh_04,veh_04,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::500::test,spoofing,0.8396464646464646,strong_local_anomaly,1,0,1,4,independent_4_spoofing,unrelated_incidents,97,0,100.0,100.0,1.5737136738454387,0.000402038747614,0.0006326954482496,5.103856189715574,0.08,2.0686549189650427
veh_04-w03,3,veh_04,veh_04,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::463::test,spoofing,0.9903198653198652,strong_local_anomaly,1,0,1,4,independent_4_spoofing,unrelated_incidents,97,0,100.0,100.0,1.6808201379488277,0.000407262281938,0.0006845363257285,5.076307314695383,0.08,2.057332122127131
veh_04-w04,4,veh_04,veh_04,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::416::test,spoofing,0.8232323232323232,strong_local_anomaly,1,0,1,4,independent_4_spoofing,unrelated_incidents,97,0,100.0,100.0,1.6973954946521637,0.0004086157288214,0.0006935841945409,5.021209564654997,0.08,2.058522431891561
