event_id,window_id,vehicle_id,vehicle_model,physical_vehicle,source_file,source_trace,source_window_uid,attack_type,anomaly_score,evidence_level,local_alert,weak_signal,is_attack,gt_campaign_id,attack_family,scenario,seed,synthetic,frame_count,message_rate,burstiness,mean_inter_arrival_time,std_inter_arrival_time,can_id_entropy,most_common_can_id_ratio,payload_entropy
veh_00-w00,0,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::416::test,spoofing,0.8232323232323232,strong_local_anomaly,1,0,1,0,spoofing,strong_campaign,11,0,100.0,100.0,1.6973954946521637,0.0004086157288214,0.0006935841945409,5.021209564654997,0.08,2.058522431891561
veh_00-w01,1,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_1.csv,Pre_train_S_1.csv,Challenge_S::Pre_train_S_1.csv::516::test,spoofing,0.88510101010101,strong_local_anomaly,1,0,1,0,spoofing,strong_campaign,11,0,100.0,100.0,1.362223348653112,0.0003515566238249,0.0004789000035713,5.30875843966509,0.04,2.04630165200047
veh_00-w02,2,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_2.csv,Pre_train_S_2.csv,Challenge_S::Pre_train_S_2.csv::466::test,spoofing,0.9154040404040404,strong_local_anomaly,1,0,1,0,spoofing,strong_campaign,11,0,100.0,100.0,0.8005044813043096,0.0004135478626598,0.0003310477177974,4.9680181004666055,0.08,2.057364230760601
veh_00-w03,3,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::454::test,spoofing,0.8274410774410774,strong_local_anomaly,1,0,1,0,spoofing,strong_campaign,11,0,100.0,100.0,1.6836723964561937,0.0004098583953549,0.0006900689503872,5.048758439675189,0.08,2.064988934523029
veh_00-w04,4,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::498::test,spoofing,0.8211279461279462,strong_local_anomaly,1,0,1,0,spoofing,strong_campaign,11,0,100.0,100.0,1.5163119752904022,0.0003983227893559,0.0006039831318434,5.123856189714132,0.08,2.0697111036277973
veh_00-w05,5,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_1.csv,Pre_train_S_1.csv,Challenge_S::Pre_train_S_1.csv::391::test,spoofing,0.8657407407407407,strong_local_anomaly,1,0,1,0,spoofing,strong_campaign,11,0,100.0,100.0,1.2446843129022775,0.0003496276007758,0.0004351772347276,5.348758439662207,0.04,2.054384140937169
veh_00-w06,6,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_2.csv,Pre_train_S_2.csv,Challenge_S::Pre_train_S_2.csv::528::test,spoofing,0.8135521885521886,strong_local_anomaly,1,0,1,0,spoofing,strong_campaign,11,0,100.0,100.0,0.9661901158416294,0.0003992933215516,0.0003857942267949,5.1363073146924965,0.08,2.0638651541283424
veh_00-w07,7,veh_00,veh_00,Challenge_D,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_2.csv,Pre_train_D_2.csv,Challenge_D::Pre_train_D_2.csv::535::test,spoofing,0.9612794612794612,strong_local_anomaly,1,0,1,0,spoofing,strong_campaign,11,0,100.0,100.0,1.3183899152482883,0.0004225981355917,0.0005571504385568,4.993660689634805,0.08,2.068454520451076
veh_00-w08,8,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_2.csv,Pre_train_S_2.csv,Challenge_S::Pre_train_S_2.csv::300::test,spoofing,0.8712121212121212,strong_local_anomaly,1,0,1,0,spoofing,strong_campaign,11,0,100.0,100.0,1.0461255140455743,0.0003908499322756,0.000408879132442,5.208758439666533,0.08,2.064050161201961
veh_00-w09,9,veh_00,veh_00,Challenge_S,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_S_2.csv,Pre_train_S_2.csv,Challenge_S::Pre_train_S_2.csv::379::test,spoofing,0.8855218855218855,strong_local_anomaly,1,0,1,0,spoofing,strong_campaign,11,0,100.0,100.0,1.0604243903238415,0.0003655558884745,0.0003876454405893,5.221209564644899,0.08,2.0645950830420863
