seed,scenario,fleet_vehicle_id,physical_vehicle,source_trace,attack_type,window_id,anomaly_score,descriptor_24d_id,gnn_9d_feature_vector_id,gt_campaign_id,attack_family
11,strong_campaign,veh_00,Challenge_D,Pre_train_D_2.csv,spoofing,0,0.8232323232323232,Challenge_D::Pre_train_D_2.csv::416::test,veh_00-w00,0,spoofing
11,strong_campaign,veh_00,Challenge_S,Pre_train_S_1.csv,spoofing,1,0.88510101010101,Challenge_S::Pre_train_S_1.csv::516::test,veh_00-w01,0,spoofing
11,strong_campaign,veh_00,Challenge_S,Pre_train_S_2.csv,spoofing,2,0.9154040404040404,Challenge_S::Pre_train_S_2.csv::466::test,veh_00-w02,0,spoofing
11,strong_campaign,veh_00,Challenge_D,Pre_train_D_2.csv,spoofing,3,0.8274410774410774,Challenge_D::Pre_train_D_2.csv::454::test,veh_00-w03,0,spoofing
11,strong_campaign,veh_00,Challenge_D,Pre_train_D_2.csv,spoofing,4,0.8211279461279462,Challenge_D::Pre_train_D_2.csv::498::test,veh_00-w04,0,spoofing
11,strong_campaign,veh_00,Challenge_S,Pre_train_S_1.csv,spoofing,5,0.8657407407407407,Challenge_S::Pre_train_S_1.csv::391::test,veh_00-w05,0,spoofing
11,strong_campaign,veh_00,Challenge_S,Pre_train_S_2.csv,spoofing,6,0.8135521885521886,Challenge_S::Pre_train_S_2.csv::528::test,veh_00-w06,0,spoofing
11,strong_campaign,veh_00,Challenge_D,Pre_train_D_2.csv,spoofing,7,0.9612794612794612,Challenge_D::Pre_train_D_2.csv::535::test,veh_00-w07,0,spoofing
11,strong_campaign,veh_00,Challenge_S,Pre_train_S_2.csv,spoofing,8,0.8712121212121212,Challenge_S::Pre_train_S_2.csv::300::test,veh_00-w08,0,spoofing
11,strong_campaign,veh_00,Challenge_S,Pre_train_S_2.csv,spoofing,9,0.8855218855218855,Challenge_S::Pre_train_S_2.csv::379::test,veh_00-w09,0,spoofing
11,strong_campaign,veh_01,Challenge_S,Pre_train_S_2.csv,spoofing,0,0.9288720538720538,Challenge_S::Pre_train_S_2.csv::474::test,veh_01-w00,0,spoofing
11,strong_campaign,veh_01,Challenge_D,Pre_train_D_2.csv,spoofing,1,0.8712121212121212,Challenge_D::Pre_train_D_2.csv::499::test,veh_01-w01,0,spoofing
11,strong_campaign,veh_01,Challenge_D,Pre_train_D_1.csv,spoofing,2,0.8446969696969697,Challenge_D::Pre_train_D_1.csv::499::test,veh_01-w02,0,spoofing
11,strong_campaign,veh_01,Challenge_D,Pre_train_D_1.csv,spoofing,3,0.9692760942760944,Challenge_D::Pre_train_D_1.csv::482::test,veh_01-w03,0,spoofing
11,strong_campaign,veh_01,Challenge_D,Pre_train_D_2.csv,spoofing,4,0.9583333333333334,Challenge_D::Pre_train_D_2.csv::458::test,veh_01-w04,0,spoofing
11,strong_campaign,veh_01,Challenge_D,Pre_train_D_1.csv,spoofing,5,0.9061447811447813,Challenge_D::Pre_train_D_1.csv::400::test,veh_01-w05,0,spoofing
11,strong_campaign,veh_01,Challenge_S,Pre_train_S_2.csv,spoofing,6,0.9154040404040404,Challenge_S::Pre_train_S_2.csv::340::test,veh_01-w06,0,spoofing
11,strong_campaign,veh_01,Challenge_D,Pre_train_D_1.csv,spoofing,7,0.805976430976431,Challenge_D::Pre_train_D_1.csv::577::test,veh_01-w07,0,spoofing
11,strong_campaign,veh_01,Challenge_S,Pre_train_S_2.csv,spoofing,8,0.9936868686868688,Challenge_S::Pre_train_S_2.csv::358::test,veh_01-w08,0,spoofing
11,strong_campaign,veh_01,Challenge_S,Pre_train_S_2.csv,spoofing,9,0.8114478114478114,Challenge_S::Pre_train_S_2.csv::426::test,veh_01-w09,0,spoofing
11,strong_campaign,veh_02,Challenge_S,Pre_train_S_2.csv,spoofing,0,0.9671717171717172,Challenge_S::Pre_train_S_2.csv::308::test,veh_02-w00,0,spoofing
11,strong_campaign,veh_02,Challenge_D,Pre_train_D_2.csv,spoofing,1,0.8834175084175084,Challenge_D::Pre_train_D_2.csv::565::test,veh_02-w01,0,spoofing
11,strong_campaign,veh_02,Challenge_D,Pre_train_D_2.csv,spoofing,2,0.9444444444444444,Challenge_D::Pre_train_D_2.csv::473::test,veh_02-w02,0,spoofing
11,strong_campaign,veh_02,Challenge_D,Pre_train_D_2.csv,spoofing,3,0.8274410774410774,Challenge_D::Pre_train_D_2.csv::404::test,veh_02-w03,0,spoofing
11,strong_campaign,veh_02,Challenge_D,Pre_train_D_2.csv,spoofing,4,0.9179292929292928,Challenge_D::Pre_train_D_2.csv::494::test,veh_02-w04,0,spoofing
11,strong_campaign,veh_02,Challenge_S,Pre_train_S_2.csv,spoofing,5,0.9701178451178452,Challenge_S::Pre_train_S_2.csv::461::test,veh_02-w05,0,spoofing
11,strong_campaign,veh_02,Challenge_D,Pre_train_D_1.csv,spoofing,6,0.981060606060606,Challenge_D::Pre_train_D_1.csv::403::test,veh_02-w06,0,spoofing
11,strong_campaign,veh_02,Challenge_S,Pre_train_S_2.csv,spoofing,7,0.9478114478114478,Challenge_S::Pre_train_S_2.csv::387::test,veh_02-w07,0,spoofing
11,strong_campaign,veh_02,Challenge_S,Pre_train_S_2.csv,spoofing,8,0.9865319865319864,Challenge_S::Pre_train_S_2.csv::409::test,veh_02-w08,0,spoofing
11,strong_campaign,veh_02,Challenge_D,Pre_train_D_1.csv,spoofing,9,0.8686868686868687,Challenge_D::Pre_train_D_1.csv::479::test,veh_02-w09,0,spoofing
11,strong_campaign,veh_03,Challenge_D,Pre_train_D_2.csv,spoofing,0,0.976010101010101,Challenge_D::Pre_train_D_2.csv::559::test,veh_03-w00,0,spoofing
11,strong_campaign,veh_03,Challenge_D,Pre_train_D_2.csv,spoofing,1,0.9128787878787878,Challenge_D::Pre_train_D_2.csv::441::test,veh_03-w01,0,spoofing
11,strong_campaign,veh_03,Challenge_S,Pre_train_S_2.csv,spoofing,2,0.8560606060606061,Challenge_S::Pre_train_S_2.csv::415::test,veh_03-w02,0,spoofing
11,strong_campaign,veh_03,Challenge_D,Pre_train_D_2.csv,spoofing,3,0.9191919191919192,Challenge_D::Pre_train_D_2.csv::339::test,veh_03-w03,0,spoofing
11,strong_campaign,veh_03,Challenge_S,Pre_train_S_1.csv,spoofing,4,0.9297138047138048,Challenge_S::Pre_train_S_1.csv::439::test,veh_03-w04,0,spoofing
11,strong_campaign,veh_03,Challenge_S,Pre_train_S_2.csv,spoofing,5,0.8758417508417509,Challenge_S::Pre_train_S_2.csv::385::test,veh_03-w05,0,spoofing
11,strong_campaign,veh_03,Challenge_D,Pre_train_D_1.csv,spoofing,6,0.8131313131313131,Challenge_D::Pre_train_D_1.csv::485::test,veh_03-w06,0,spoofing
11,strong_campaign,veh_03,Challenge_S,Pre_train_S_2.csv,spoofing,7,0.8274410774410774,Challenge_S::Pre_train_S_2.csv::509::test,veh_03-w07,0,spoofing
11,strong_campaign,veh_03,Challenge_S,Pre_train_S_2.csv,spoofing,8,0.8754208754208754,Challenge_S::Pre_train_S_2.csv::496::test,veh_03-w08,0,spoofing
11,strong_campaign,veh_03,Challenge_D,Pre_train_D_2.csv,spoofing,9,0.914141414141414,Challenge_D::Pre_train_D_2.csv::466::test,veh_03-w09,0,spoofing
11,strong_campaign,veh_04,Challenge_S,Pre_train_S_2.csv,spoofing,0,0.9701178451178452,Challenge_S::Pre_train_S_2.csv::402::test,veh_04-w00,0,spoofing
11,strong_campaign,veh_04,Challenge_D,Pre_train_D_2.csv,spoofing,1,0.9271885521885522,Challenge_D::Pre_train_D_2.csv::515::test,veh_04-w01,0,spoofing
11,strong_campaign,veh_04,Challenge_D,Pre_train_D_2.csv,spoofing,2,0.9621212121212122,Challenge_D::Pre_train_D_2.csv::471::test,veh_04-w02,0,spoofing
11,strong_campaign,veh_04,Challenge_S,Pre_train_S_2.csv,spoofing,3,0.8177609427609428,Challenge_S::Pre_train_S_2.csv::299::test,veh_04-w03,0,spoofing
11,strong_campaign,veh_04,Challenge_S,Pre_train_S_2.csv,spoofing,4,0.9764309764309764,Challenge_S::Pre_train_S_2.csv::378::test,veh_04-w04,0,spoofing
11,strong_campaign,veh_04,Challenge_D,Pre_train_D_1.csv,spoofing,5,0.8438552188552189,Challenge_D::Pre_train_D_1.csv::591::test,veh_04-w05,0,spoofing
11,strong_campaign,veh_04,Challenge_S,Pre_train_S_2.csv,spoofing,6,0.9423400673400674,Challenge_S::Pre_train_S_2.csv::395::test,veh_04-w06,0,spoofing
11,strong_campaign,veh_04,Challenge_S,Pre_train_S_2.csv,spoofing,7,0.8998316498316499,Challenge_S::Pre_train_S_2.csv::504::test,veh_04-w07,0,spoofing
11,strong_campaign,veh_04,Challenge_S,Pre_train_S_2.csv,spoofing,8,0.9398148148148148,Challenge_S::Pre_train_S_2.csv::356::test,veh_04-w08,0,spoofing
11,strong_campaign,veh_04,Challenge_S,Pre_train_S_2.csv,spoofing,9,0.925925925925926,Challenge_S::Pre_train_S_2.csv::467::test,veh_04-w09,0,spoofing
