event_id,window_id,vehicle_id,vehicle_model,source_file,attack_type,anomaly_score,evidence_level,local_alert,weak_signal,is_attack,gt_campaign_id,attack_family,frame_count,message_rate,burstiness,mean_inter_arrival_time,std_inter_arrival_time,can_id_entropy,most_common_can_id_ratio,payload_entropy,scenario,seed
veh_00-w00,0,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.9024609121140459,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.4969525177363296,0.7335464999352208,-0.006638738614737839,0.009895797505561165,2.0083367348262904,0.5574482738725854,4.490961675538379,strong_campaign,83
veh_00-w01,1,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.9108503987418978,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.5011422102128207,0.7374889726980929,0.018739718625439057,0.011523439203351632,2.0173864995418067,0.5495523753790134,4.512168647181691,strong_campaign,83
veh_00-w02,2,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.9156892974930824,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.5083394971429156,0.7361679414346033,0.009045346054784322,0.015447165399685893,1.9916594405459922,0.5692904398796657,4.487227778101619,strong_campaign,83
veh_00-w03,3,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.8729959688706611,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.471589544978832,0.7419144576836527,0.015577127018662663,0.01649622268676619,2.0085864041912576,0.5546226570050827,4.512244361339196,strong_campaign,83
veh_00-w04,4,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.8906383287230576,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.49635620836274,0.7551213695734591,0.010045101974468836,0.019531385371478492,2.037713745549149,0.5474980441066899,4.492265443477103,strong_campaign,83
veh_00-w05,5,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.9004008398672623,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.5198548764293482,0.7427357886137055,0.0015114039234974826,0.037332647526866256,2.001865139276638,0.5560935347055688,4.492181000148044,strong_campaign,83
veh_00-w06,6,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.9145898593344247,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.5095453265762417,0.727955995144024,0.00106143636549434,-0.006913964735976682,2.0159672320621014,0.5740913580351511,4.504481369116283,strong_campaign,83
veh_00-w07,7,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.8983420907393246,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.5116066498904273,0.7456077656489182,0.0015724101507929695,0.01797759281127434,2.0158509070846553,0.5514387283496246,4.486611115260795,strong_campaign,83
veh_00-w08,8,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.921685824723738,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.5099923114548193,0.7533892213927506,0.009678437576088574,0.014285199545068414,2.0235888056516336,0.5672469375337584,4.503893658095768,strong_campaign,83
veh_00-w09,9,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.8974545622973749,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.4915744791125354,0.7416977905480775,-0.0034280665813254734,0.0218006330483135,1.9922507221853258,0.5370877280538703,4.487332621313259,strong_campaign,83
veh_01-w00,0,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.8763016293990205,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.4948250994467984,0.7465033688946935,0.009051817250173178,-0.02859594473894944,1.9649136451720808,0.5295342413043561,4.491853329679629,strong_campaign,83
veh_01-w01,1,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.9065600119123489,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.493985096723755,0.7497053427264101,0.00019342167530147277,-0.018866533749354146,2.0049778020092153,0.5448046850652705,4.490444765337759,strong_campaign,83
veh_01-w02,2,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.8754890675905621,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.5176050535389782,0.7565841744743024,0.017699007680492866,0.015458651016433882,2.023103825548853,0.5472580748159964,4.515288186920301,strong_campaign,83
veh_01-w03,3,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.9033867579179367,strong_local_anomaly,1,0,1,0,coordinated_dos,100.0,2.473565428396034,0.7312504672246847,-0.016881179010051463,-0.015864391232755473,1.9830094458173506,0.559887577919792,4.517919424686305,strong_campaign,83
