event_id,window_id,vehicle_id,vehicle_model,source_file,attack_type,anomaly_score,evidence_level,local_alert,weak_signal,is_attack,gt_campaign_id,attack_family,frame_count,message_rate,burstiness,mean_inter_arrival_time,std_inter_arrival_time,can_id_entropy,most_common_can_id_ratio,payload_entropy,scenario,seed
veh_00-w00,0,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.6862456811931296,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5471293959558468,0.82493024642837,0.019569561955492205,0.04284242337708368,2.0564403524594024,0.49934634340694106,4.574776118978656,weak_campaign,53
veh_00-w01,1,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.6629634776387396,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.473474287483195,0.6433783961338674,-0.049995922958774294,0.13955330645630468,2.0608186348917443,0.5573553924826445,4.494221892346518,weak_campaign,53
veh_00-w02,2,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.5731393729403588,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5629506797035884,0.7254994671002153,0.04851652553751344,-0.0824846643265703,1.8829381073273346,0.5592563505646392,4.530927347220381,weak_campaign,53
veh_00-w03,3,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.7829966916345528,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.398707382489554,0.7280413840822826,-0.08103696409664421,0.06568849993919441,1.9260964850772464,0.5752587998996808,4.460214509077436,weak_campaign,53
veh_00-w04,4,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.6167818147941968,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.4079008217349935,0.7257901505683442,0.045589770195097204,0.04394294798916638,1.9130777382333852,0.6097726198877127,4.504388978643048,weak_campaign,53
veh_00-w05,5,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.6980756583110841,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.526126470142111,0.800423097407581,-0.055218030158588255,0.022305869308887408,2.047440392474123,0.5477163469185704,4.498151700552434,weak_campaign,53
veh_00-w06,6,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.6730171787708639,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.3458675887119496,0.7660500897834198,-0.020902305173122766,-0.016979993938548398,2.0649459937799146,0.6017292369041286,4.54635730471776,weak_campaign,53
veh_00-w07,7,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.7177131694980429,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5471311775111216,0.7103184632269078,0.0416368793411563,0.11182036161835439,1.9118364493513298,0.519126840106454,4.540025891956543,weak_campaign,53
veh_00-w08,8,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.7286351535933767,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5211904614372886,0.8983325699864689,0.02064238019314968,-0.010819634746679707,1.9511818094570528,0.5544971028569491,4.445156055539271,weak_campaign,53
veh_00-w09,9,veh_00,veh_00,synthetic/veh_00.csv,coordinated_dos,0.6555296007775849,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.40223983225012,0.7890629932785569,0.03732195035396481,-0.006432039917256596,2.0125131742731797,0.4926896836100524,4.535263990615512,weak_campaign,53
veh_01-w00,0,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.6887591747063608,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.539953094395266,0.8265543888909594,-0.054089579168809396,0.03922634493130995,1.9731416591404138,0.509603003177962,4.454514970362195,weak_campaign,53
veh_01-w01,1,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.6529199004432714,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.6071062826222002,0.7394681327202999,0.046562375984929405,-0.03126235806607267,2.0522789737066405,0.5166878044367986,4.472750953863791,weak_campaign,53
veh_01-w02,2,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.6460265472382458,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5887503964407084,0.7073659126911997,-0.023117193102503774,0.016193208401176218,1.9246860660945921,0.501703271917633,4.437604173096886,weak_campaign,53
veh_01-w03,3,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.7553770792583423,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.529275063809387,0.6919247401841562,-0.049731319834531953,0.004060667942510165,2.0258922971867244,0.5194239603935649,4.479331455439965,weak_campaign,53
veh_01-w04,4,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.7537019213542239,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5101233093753574,0.8013709078616909,0.06589571301369274,0.029325108433968496,1.9550565416860075,0.5783244396735573,4.548745798687094,weak_campaign,53
veh_01-w05,5,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.6784487211579188,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.444481651913623,0.7068812853347497,-0.08655568064106249,0.008615746370915753,2.0819311876343063,0.5423470603321698,4.565376032609214,weak_campaign,53
veh_01-w06,6,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.7404954918904412,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.523534312898576,0.720084382756129,-0.0329198628517698,-0.09974730000780069,1.941287267298907,0.5613494769091946,4.444388743603488,weak_campaign,53
veh_01-w07,7,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.6430879542491906,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.510417433611434,0.6756044324377306,0.0462611093123033,0.11759628873112803,2.0332616282966667,0.46230247775886296,4.485433548182688,weak_campaign,53
veh_01-w08,8,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.7083541553147599,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.45500561920298,0.7017608732228481,0.01556498854236084,-0.13563049480914646,2.021458526679318,0.5186736352110418,4.602906109979881,weak_campaign,53
veh_01-w09,9,veh_01,veh_01,synthetic/veh_01.csv,coordinated_dos,0.7826441591826876,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.4830734349776944,0.7437532132270602,-0.026353157750567024,0.06647695811594201,1.9619933497811723,0.6294012502765347,4.44186975297281,weak_campaign,53
veh_02-w00,0,veh_02,veh_02,synthetic/veh_02.csv,coordinated_dos,0.55,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.54911619783085,0.785815280603498,-0.016651936007870998,-0.02375853150390938,2.0595125637678615,0.5509039757292927,4.491770706880455,weak_campaign,53
veh_02-w01,1,veh_02,veh_02,synthetic/veh_02.csv,coordinated_dos,0.786598317930604,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5242939747472284,0.8763751271346804,0.08617567154649974,0.11778536475856832,2.0147244148663606,0.5588405907844863,4.551823387311681,weak_campaign,53
veh_02-w02,2,veh_02,veh_02,synthetic/veh_02.csv,coordinated_dos,0.6901512337721155,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5142432204713625,0.7102889866126388,-0.09604663062140108,0.05796179435117954,1.8591134807443455,0.605180831635016,4.437043301350698,weak_campaign,53
veh_02-w03,3,veh_02,veh_02,synthetic/veh_02.csv,coordinated_dos,0.55,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5998188066005388,0.7623551481833261,0.06440840162734096,0.01465042333108453,2.0476944340987973,0.4625601368048705,4.528294133597792,weak_campaign,53
veh_02-w04,4,veh_02,veh_02,synthetic/veh_02.csv,coordinated_dos,0.7486970109073187,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.449408933787859,0.7378227528518131,0.05690087947440976,0.00365013851710407,2.094891579800744,0.607546157277547,4.530659042321506,weak_campaign,53
veh_02-w05,5,veh_02,veh_02,synthetic/veh_02.csv,coordinated_dos,0.650905827099515,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.552099202161182,0.7575057325350423,-0.06622097916664545,-0.009309886612419344,2.1194734583075845,0.4154394084155712,4.448475306115662,weak_campaign,53
veh_02-w06,6,veh_02,veh_02,synthetic/veh_02.csv,coordinated_dos,0.656064348326427,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.4962264351326406,0.7611808125811544,0.04531278667017165,-0.0041108371097592165,2.030087660106824,0.5783019080239346,4.524463081324692,weak_campaign,53
veh_02-w07,7,veh_02,veh_02,synthetic/veh_02.csv,coordinated_dos,0.7346249907946826,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.4596339646993637,0.652064824423046,0.06624199589680377,0.028928231652335608,1.9669527573381163,0.4414672428276069,4.465895249652818,weak_campaign,53
veh_02-w08,8,veh_02,veh_02,synthetic/veh_02.csv,coordinated_dos,0.6575075872468562,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5265095720323023,0.7173256815144167,0.014876763402611404,-0.06888529725921148,1.934806022699603,0.6469288882078508,4.4155109647066615,weak_campaign,53
veh_02-w09,9,veh_02,veh_02,synthetic/veh_02.csv,coordinated_dos,0.6495857529947829,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.596002934157843,0.7475366513358517,-0.0626740879985805,0.05005033666086254,1.9916329509699306,0.5123408741246332,4.40686023641004,weak_campaign,53
veh_03-w00,0,veh_03,veh_03,synthetic/veh_03.csv,coordinated_dos,0.6569918359101902,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.4352900904739605,0.7088919037506752,0.062098163586298716,0.07114581161043741,1.8910249137473945,0.48111636684584236,4.532788476687347,weak_campaign,53
veh_03-w01,1,veh_03,veh_03,synthetic/veh_03.csv,coordinated_dos,0.7202162655192176,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.538782918328755,0.7704142687834279,-0.09741283768792473,-0.07850878457454229,2.0392452038902125,0.6426508021939626,4.54560857314486,weak_campaign,53
veh_03-w02,2,veh_03,veh_03,synthetic/veh_03.csv,coordinated_dos,0.6826772006741195,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5569020012389485,0.7031156546431596,-0.015884981439387404,-0.0037561040862313395,2.1123312559647536,0.5552087978395407,4.432468843369258,weak_campaign,53
veh_03-w03,3,veh_03,veh_03,synthetic/veh_03.csv,coordinated_dos,0.6954042187846577,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.4242820597079278,0.7522265397319866,0.05954044727467912,0.05502990230724036,2.0938361985392024,0.4547766500210271,4.4014677540261795,weak_campaign,53
veh_03-w04,4,veh_03,veh_03,synthetic/veh_03.csv,coordinated_dos,0.630737355478742,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5261170263351937,0.7167422586240539,0.14521007034887495,-0.08972981663447653,1.9438748124689178,0.5634495494252256,4.47933321935923,weak_campaign,53
veh_03-w05,5,veh_03,veh_03,synthetic/veh_03.csv,coordinated_dos,0.7212788652368913,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.4160273817621523,0.8468108446649851,-0.016023325967601174,0.07192065718381609,2.0508724386118424,0.51578133234812,4.421057902461244,weak_campaign,53
veh_03-w06,6,veh_03,veh_03,synthetic/veh_03.csv,coordinated_dos,0.7462655326505964,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5323839114264706,0.7248583322135669,-0.013765994381501025,-0.08070584713882908,1.9907577720838203,0.5433909058644725,4.4866572025046905,weak_campaign,53
veh_03-w07,7,veh_03,veh_03,synthetic/veh_03.csv,coordinated_dos,0.6981449997526593,weak_suspicious_signal,0,1,1,0,coordinated_dos,100.0,2.5176147785846985,0.7599342400236107,-0.048805645596080846,0.11467043067924307,2.0696176638601496,0.4752505165735026,4.443290535995199,weak_campaign,53
