window_id,vehicle_id,manufacturer,dataset_set,subset_name,attack_type,label,source_file,frame_count,unique_can_id_count,can_id_entropy,most_common_can_id_ratio,id_transition_rate,id_repetition_rate,mean_inter_arrival_time,std_inter_arrival_time,min_inter_arrival_time,max_inter_arrival_time,message_rate,mean_dlc,std_dlc,dlc_mode_ratio,byte_mean_0,byte_mean_1,byte_mean_2,byte_mean_3,byte_mean_4,byte_mean_5,byte_mean_6,byte_mean_7,byte_std_0,byte_std_1,byte_std_2,byte_std_3,byte_std_4,byte_std_5,byte_std_6,byte_std_7,payload_change_rate,payload_static_ratio,anomaly_score,weak_threshold,strong_threshold,weak_prediction,strong_prediction
39,chevrolet_impala,Chevrolet,set_01,test_01_known_vehicle_known_attack,dos,1,dos-8.csv,100.0,21.0,2.6011190328024476,0.45,0.5,0.5,0.001185171568556321,0.0006500000000000001,1e-06,0.01,800.0,8.0,0.1,1.0,10.998045860114148,11.929194789689939,13.008293291703117,13.939809018289422,14.936803193589288,16.005928972696086,16.996089283709566,17.91691191501052,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0.8374111859035679,0.3,0.7,1,1
34,chevrolet_impala,Chevrolet,set_01,test_01_known_vehicle_known_attack,dos,1,dos-3.csv,100.0,21.0,2.6096255325435247,0.45,0.5,0.5,0.0011987411563639595,0.0006500000000000001,1e-06,0.01,800.0,8.0,0.1,1.0,11.010987748176175,11.925000549347168,13.022400482757948,13.97775507735629,15.017499267885212,16.022970299677105,16.994138892755956,18.015840056105695,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0.7993196484733349,0.3,0.7,1,1
45,chevrolet_impala,Chevrolet,set_01,test_01_known_vehicle_known_attack,dos,1,dos-14.csv,100.0,21.0,2.5989425204577024,0.45,0.5,0.5,0.0011902810339040268,0.0006500000000000001,1e-06,0.01,800.0,8.0,0.1,1.0,11.015962982026641,11.941392942458265,13.052513795433628,13.963058483906568,15.017817874757968,15.97030100282838,16.983854734392093,18.059588002232466,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0.8107639223114942,0.3,0.7,1,1
37,chevrolet_impala,Chevrolet,set_01,test_01_known_vehicle_known_attack,dos,1,dos-6.csv,100.0,21.0,2.603645510635694,0.45,0.5,0.5,0.0012156463804068656,0.0006500000000000001,1e-06,0.01,800.0,8.0,0.1,1.0,11.017709825172854,12.02166999712389,13.018642894421744,13.962484323974842,15.027150892593045,15.98958267186345,16.95941431779207,17.99807260368942,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0.7886355763276035,0.3,0.7,1,1
35,chevrolet_impala,Chevrolet,set_01,test_01_known_vehicle_known_attack,dos,1,dos-4.csv,100.0,21.0,2.607591995011285,0.45,0.5,0.5,0.0012050174294844596,0.0006500000000000001,1e-06,0.01,800.0,8.0,0.1,1.0,10.97263918154814,11.97060490594487,13.087186938899531,13.994920225234193,15.049590388128275,16.019669286514187,16.971794375475195,17.962551310152282,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0.806006284474717,0.3,0.7,1,1
36,chevrolet_impala,Chevrolet,set_01,test_01_known_vehicle_known_attack,dos,1,dos-5.csv,100.0,21.0,2.602566544207134,0.45,0.5,0.5,0.0012061436371946005,0.0006500000000000001,1e-06,0.01,800.0,8.0,0.1,1.0,10.936653328624631,11.970265835878696,12.995256689829287,14.08003747300738,14.881991071468693,16.021955582405397,16.97299770706933,18.021568867142157,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0.7754010546859901,0.3,0.7,1,1
44,chevrolet_impala,Chevrolet,set_01,test_01_known_vehicle_known_attack,dos,1,dos-13.csv,100.0,21.0,2.613547810757075,0.45,0.5,0.5,0.0012022848011831156,0.0006500000000000001,1e-06,0.01,800.0,8.0,0.1,1.0,10.996840900264731,12.039398174519699,12.92296230123127,14.004664035142968,15.052717097860752,15.937878233424826,17.049628560457663,17.97908851705316,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0.6959586523193781,0.3,0.7,1,0
33,chevrolet_impala,Chevrolet,set_01,test_01_known_vehicle_known_attack,dos,1,dos-2.csv,100.0,21.0,2.603715674789696,0.45,0.5,0.5,0.0011752523645042132,0.0006500000000000001,1e-06,0.01,800.0,8.0,0.1,1.0,10.98834920401947,12.026609456288362,13.080484341589411,14.092014744080874,15.071291912286014,15.941919524072524,16.89011643164564,18.028523478735348,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0.8013807917675322,0.3,0.7,1,1
41,chevrolet_impala,Chevrolet,set_01,test_01_known_vehicle_known_attack,dos,1,dos-10.csv,100.0,21.0,2.584836405620339,0.45,0.5,0.5,0.0011965224225981043,0.0006500000000000001,1e-06,0.01,800.0,8.0,0.1,1.0,11.046810657572,11.914235511392848,12.97818798355244,14.00733958678239,15.052411967292397,16.067466527637027,16.977137352208167,17.96298465617121,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0.8225199830556295,0.3,0.7,1,1
43,chevrolet_impala,Chevrolet,set_01,test_01_known_vehicle_known_attack,dos,1,dos-12.csv,100.0,21.0,2.6072019992747775,0.45,0.5,0.5,0.0012014136984774843,0.0006500000000000001,1e-06,0.01,800.0,8.0,0.1,1.0,10.990281768537194,11.874252197972108,13.03564022621425,14.0814684474072,14.963559005145918,16.034170225544365,17.036127157827988,17.922593616693106,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0.8467870173591152,0.3,0.7,1,1
