run_id,provisional_run_id,method,framework_config,seed,attack_strength,diversity_level,analysis_tier,is_dry_test,graph_nodes,false_campaign_alert_indicator,false_campaign_cluster_count,benign_vehicles_included,extra_cluster_count,incorrect_merging,fragmentation,false_campaign_alert_rate,campaign_precision,campaign_recall,campaign_f1,campaign_membership_precision,campaign_membership_recall,n_detected_campaign_clusters,n_ground_truth_campaigns,coordinated_events,expect_campaign,metric_name,within_model_attack_similarity,cross_model_attack_similarity,campaign_similarity,benign_cross_model_similarity,malicious_minus_benign_cross_sim,cross_model_edges,same_model_edges,cross_model_edge_percentage,feature_columns,cross_model_malicious_edges,cross_model_benign_edges,malicious_cross_model_edge_purity,benign_cross_model_false_edge_rate,connected_components,platforms_in_predicted_campaign,connected_platform_count,graph_connected_across_platforms,campaign_metrics_na
tuned_final_md_strong_d1_local_ids_seed37_20260612T104610,final_md_strong_d1_local_ids_seed37_20260612T104610,local_ids,C1,37,strong,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9997550880046151,,0.9997471938725715,-0.04803839794368314,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d1_local_ids_seed41_20260612T104614,final_md_strong_d1_local_ids_seed41_20260612T104614,local_ids,C1,41,strong,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9988547156886042,,0.9941002890491595,-0.13633522106033613,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d1_local_ids_seed53_20260612T104617,final_md_strong_d1_local_ids_seed53_20260612T104617,local_ids,C1,53,strong,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9999404261388031,,0.9980971692183722,-0.09350737477187104,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d1_local_ids_seed67_20260612T104621,final_md_strong_d1_local_ids_seed67_20260612T104621,local_ids,C1,67,strong,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9995444786299473,,0.9995474234484415,-0.06656333507506976,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d1_local_ids_seed71_20260612T104624,final_md_strong_d1_local_ids_seed71_20260612T104624,local_ids,C1,71,strong,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9779041332005759,,0.86381776714101,-0.08374967657996628,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d1_local_ids_seed83_20260612T104628,final_md_strong_d1_local_ids_seed83_20260612T104628,local_ids,C1,83,strong,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9906414996900317,,0.966675252070559,-0.05107004582466562,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d1_local_ids_seed97_20260612T104631,final_md_strong_d1_local_ids_seed97_20260612T104631,local_ids,C1,97,strong,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9998927761071182,,0.9999352990608342,-0.12186675812366608,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d2_fcgnn_seed101_20260612T104713,final_md_strong_d2_fcgnn_seed101_20260612T104713,fcgnn,C3,101,strong,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,43,True,cosine_similarity_l2_normalized,0.998919414818902,0.9988754140093329,0.9952158722053264,-0.1177751941361237,1.1166506081454566,111,510,17.8743961352657,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,39,29,0.35135135135135137,0.26126126126126126,17,0,0,True,False
tuned_final_md_strong_d2_fcgnn_seed11_20260612T104641,final_md_strong_d2_fcgnn_seed11_20260612T104641,fcgnn,C3,11,strong,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,37,True,cosine_similarity_l2_normalized,0.9990871403842596,0.9979575713173413,0.9930730651290116,-0.09905636709540518,1.0970139384127464,60,617,8.862629246676514,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,20,11,0.3333333333333333,0.18333333333333332,17,0,0,True,False
tuned_final_md_strong_d2_fcgnn_seed23_20260612T104644,final_md_strong_d2_fcgnn_seed23_20260612T104644,fcgnn,C3,23,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,40,True,cosine_similarity_l2_normalized,0.9993721052951654,0.9991188414655263,0.9962208488903772,-0.11000268736712852,1.1091215288326548,106,518,16.987179487179485,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,24,24,0.22641509433962265,0.22641509433962265,19,0,0,True,False
tuned_final_md_strong_d2_fcgnn_seed37_20260612T104648,final_md_strong_d2_fcgnn_seed37_20260612T104648,fcgnn,C3,37,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,46,True,cosine_similarity_l2_normalized,0.9999615830350841,0.999947524021676,0.9999745191882276,-0.04048707693207925,1.0404346009537553,181,497,26.696165191740413,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,49,39,0.27071823204419887,0.2154696132596685,21,0,0,True,False
tuned_final_md_strong_d2_fcgnn_seed41_20260612T104651,final_md_strong_d2_fcgnn_seed41_20260612T104651,fcgnn,C3,41,strong,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,40,True,cosine_similarity_l2_normalized,0.9992599055895972,0.9992935249503045,0.9970012102260533,-0.12480204070656753,1.124095565656872,210,460,31.34328358208955,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,57,57,0.2714285714285714,0.2714285714285714,14,0,0,True,False
tuned_final_md_strong_d2_fcgnn_seed53_20260612T104655,final_md_strong_d2_fcgnn_seed53_20260612T104655,fcgnn,C3,53,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,34,True,cosine_similarity_l2_normalized,0.9996816967031082,0.9987213292734233,0.9903555572157147,-0.1071535616714155,1.1058748909448388,9,592,1.497504159733777,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,7,0,0.7777777777777778,0.0,18,0,0,True,False
tuned_final_md_strong_d2_fcgnn_seed67_20260612T104659,final_md_strong_d2_fcgnn_seed67_20260612T104659,fcgnn,C3,67,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,42,True,cosine_similarity_l2_normalized,0.9992706066925854,0.99910894312224,0.9977111025910195,-0.09209924063905824,1.0912081837612981,191,455,29.56656346749226,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,35,61,0.18324607329842932,0.3193717277486911,14,0,0,True,False
tuned_final_md_strong_d2_fcgnn_seed71_20260612T104702,final_md_strong_d2_fcgnn_seed71_20260612T104702,fcgnn,C3,71,strong,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,30,True,cosine_similarity_l2_normalized,0.9944710351190404,0.9865775681532928,0.9711223870416139,-0.10666347588002423,1.093241044033317,14,601,2.2764227642276422,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,3,6,0.21428571428571427,0.42857142857142855,19,0,0,True,False
tuned_final_md_strong_d2_fcgnn_seed83_20260612T104706,final_md_strong_d2_fcgnn_seed83_20260612T104706,fcgnn,C3,83,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,43,True,cosine_similarity_l2_normalized,0.9997761945294393,0.999773903956268,0.9992611173532432,-0.0611212016983082,1.0608951056545761,178,542,24.72222222222222,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,43,49,0.24157303370786518,0.2752808988764045,21,0,0,True,False
tuned_final_md_strong_d2_fcgnn_seed97_20260612T104709,final_md_strong_d2_fcgnn_seed97_20260612T104709,fcgnn,C3,97,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.8,1,1,39,True,cosine_similarity_l2_normalized,0.9991529260628791,0.9988512689657013,0.9957752320682982,-0.10482588470796726,1.1036771536736685,194,481,28.74074074074074,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,46,51,0.23711340206185566,0.26288659793814434,14,0,0,True,False
tuned_final_md_strong_d2_local_ids_seed101_20260612T104711,final_md_strong_d2_local_ids_seed101_20260612T104711,local_ids,C1,101,strong,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.998919414818902,0.9988754140093329,0.9952158722053264,-0.1177751941361237,1.1166506081454566,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d2_local_ids_seed11_20260612T104638,final_md_strong_d2_local_ids_seed11_20260612T104638,local_ids,C1,11,strong,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9990871403842596,0.9979575713173413,0.9930730651290116,-0.09905636709540518,1.0970139384127464,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d2_local_ids_seed23_20260612T104642,final_md_strong_d2_local_ids_seed23_20260612T104642,local_ids,C1,23,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9993721052951654,0.9991188414655263,0.9962208488903772,-0.11000268736712852,1.1091215288326548,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d2_local_ids_seed37_20260612T104645,final_md_strong_d2_local_ids_seed37_20260612T104645,local_ids,C1,37,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9999615830350841,0.999947524021676,0.9999745191882276,-0.04048707693207925,1.0404346009537553,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d2_local_ids_seed41_20260612T104649,final_md_strong_d2_local_ids_seed41_20260612T104649,local_ids,C1,41,strong,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9992599055895972,0.9992935249503045,0.9970012102260533,-0.12480204070656753,1.124095565656872,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d2_local_ids_seed53_20260612T104653,final_md_strong_d2_local_ids_seed53_20260612T104653,local_ids,C1,53,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9996816967031082,0.9987213292734233,0.9903555572157147,-0.1071535616714155,1.1058748909448388,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d2_local_ids_seed67_20260612T104656,final_md_strong_d2_local_ids_seed67_20260612T104656,local_ids,C1,67,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9992706066925854,0.99910894312224,0.9977111025910195,-0.09209924063905824,1.0912081837612981,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d2_local_ids_seed71_20260612T104700,final_md_strong_d2_local_ids_seed71_20260612T104700,local_ids,C1,71,strong,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9944710351190404,0.9865775681532928,0.9711223870416139,-0.10666347588002423,1.093241044033317,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d2_local_ids_seed83_20260612T104703,final_md_strong_d2_local_ids_seed83_20260612T104703,local_ids,C1,83,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9997761945294393,0.999773903956268,0.9992611173532432,-0.0611212016983082,1.0608951056545761,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d2_local_ids_seed97_20260612T104707,final_md_strong_d2_local_ids_seed97_20260612T104707,local_ids,C1,97,strong,2,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9991529260628791,0.9988512689657013,0.9957752320682982,-0.10482588470796726,1.1036771536736685,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d3_fcgnn_seed101_20260612T104749,final_md_strong_d3_fcgnn_seed101_20260612T104749,fcgnn,C3,101,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,26,True,cosine_similarity_l2_normalized,0.9892794016852214,0.9804724095973771,0.8998612006880821,-0.12301650799167489,1.103488917589052,126,414,23.333333333333332,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,43,30,0.3412698412698413,0.23809523809523808,17,0,0,True,False
tuned_final_md_strong_d3_fcgnn_seed11_20260612T104717,final_md_strong_d3_fcgnn_seed11_20260612T104717,fcgnn,C3,11,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.8,1,1,34,True,cosine_similarity_l2_normalized,0.9991604971190573,0.9986385686602012,0.995119817729871,-0.10566997734723503,1.1043085460074362,148,560,20.903954802259886,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,15,58,0.10135135135135136,0.3918918918918919,17,0,0,True,False
tuned_final_md_strong_d3_fcgnn_seed23_20260612T104720,final_md_strong_d3_fcgnn_seed23_20260612T104720,fcgnn,C3,23,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,38,True,cosine_similarity_l2_normalized,0.9994244855640452,0.9991143047386707,0.9960781473436888,-0.10103250861957162,1.1001468133582424,216,449,32.4812030075188,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,49,67,0.22685185185185186,0.3101851851851852,19,0,0,True,False
tuned_final_md_strong_d3_fcgnn_seed37_20260612T104724,final_md_strong_d3_fcgnn_seed37_20260612T104724,fcgnn,C3,37,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,45,True,cosine_similarity_l2_normalized,0.9999892899186515,0.9998030081779774,0.9998549077379921,-0.08823152770223917,1.0880345358802166,185,494,27.245949926362297,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,66,29,0.3567567567567568,0.15675675675675677,21,0,0,True,False
tuned_final_md_strong_d3_fcgnn_seed41_20260612T104728,final_md_strong_d3_fcgnn_seed41_20260612T104728,fcgnn,C3,41,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,43,True,cosine_similarity_l2_normalized,0.9998012832007364,0.9997921361599252,0.9977616466143855,-0.12734437595835302,1.1271365121182781,184,503,26.78311499272198,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,31,65,0.16847826086956522,0.3532608695652174,14,0,0,True,False
tuned_final_md_strong_d3_fcgnn_seed53_20260612T104731,final_md_strong_d3_fcgnn_seed53_20260612T104731,fcgnn,C3,53,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,33,True,cosine_similarity_l2_normalized,0.9955412041222585,0.9872346747588111,0.8813267938409144,-0.09443440906778061,1.0816690838265917,89,452,16.45101663585952,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,26,13,0.29213483146067415,0.14606741573033707,19,0,0,True,False
tuned_final_md_strong_d3_fcgnn_seed67_20260612T104735,final_md_strong_d3_fcgnn_seed67_20260612T104735,fcgnn,C3,67,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,46,True,cosine_similarity_l2_normalized,0.9990394948008259,0.9987131206584539,0.9980545330316632,-0.09005218232732964,1.0887653029857836,181,442,29.052969502407706,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,50,40,0.27624309392265195,0.22099447513812154,14,0,0,True,False
tuned_final_md_strong_d3_fcgnn_seed71_20260612T104738,final_md_strong_d3_fcgnn_seed71_20260612T104738,fcgnn,C3,71,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.8,1,1,29,True,cosine_similarity_l2_normalized,0.9960180029869483,0.9880221068435828,0.9714925854739238,-0.12646938326000823,1.1144914901035912,80,538,12.944983818770227,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,25,16,0.3125,0.2,19,0,0,True,False
