event_id,vehicle_id,vehicle_token,vehicle_model,manufacturer,attack_type,label,anomaly_score,weak_prediction,strong_prediction,dataset_set,subset_name,frame_count,unique_can_id_count,can_id_entropy,most_common_can_id_ratio,id_transition_rate,id_repetition_rate,mean_inter_arrival_time,std_inter_arrival_time,min_inter_arrival_time,max_inter_arrival_time,message_rate,mean_dlc,std_dlc,dlc_mode_ratio,byte_mean_0,byte_mean_1,byte_mean_2,byte_mean_3,byte_mean_4,byte_mean_5,byte_mean_6,byte_mean_7,byte_std_0,byte_std_1,byte_std_2,byte_std_3,byte_std_4,byte_std_5,byte_std_6,byte_std_7,payload_change_rate,payload_static_ratio,local_alert,weak_signal,burstiness,payload_entropy,cluster_id,in_qualifying_campaign,is_noise
EVT-CHE-00000071,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,10.127467463370579,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,8.986327835366252,0.049999999949999985,0.5,0.5,21.125892551054946,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,11.025294577476116,12.00000326141751,13.034544400055914,13.962913095408517,14.948411918974113,15.906646864942793,16.939814437517448,17.9461946122681,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.910624125030429,-2135.5962953313456,0,False,False
EVT-CHE-00000072,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,10.533938116768022,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,10.452772097012442,0.049999999949999985,0.5,0.5,21.202908071257013,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,10.900585246900327,12.124174132097421,12.958257316936438,13.937224533629,15.06198941179103,16.058271691441284,16.942432953532123,17.926300905625293,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.840261130107766,-2187.7016156765126,0,False,False
EVT-CHE-00000054,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,11.863288166931964,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,10.938875635581008,0.049999999949999985,0.5,0.5,23.63761019430186,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,10.960473814419268,12.049262610644481,12.910080913414937,14.0126078305823,14.91693053191566,16.024119549482418,16.91060186249587,17.868356489629566,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,7.657718287484448,-2152.675513743226,0,False,False
EVT-CHE-00000073,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,12.391795592249247,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,11.29143472511773,0.049999999949999985,0.5,0.5,21.590176229142813,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,10.959565107081774,11.998581379362784,13.060209574745125,13.930522481404708,14.980809910972342,15.930826219003842,17.108607774866492,18.09091597671842,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.487694523720574,-2249.009869525527,0,False,False
EVT-CHE-00000075,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,12.327501099741012,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,9.17306056757059,0.049999999949999985,0.5,0.5,22.674416412558934,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,10.993952650888792,12.05901144265797,12.954143467743936,13.861838745680574,14.976164539782479,16.10756317469892,17.02344936765428,17.990283541466287,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.511568425814577,-2213.492349674186,0,False,False
EVT-CHE-00000055,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,10.12996204184525,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,12.474724605290778,0.049999999949999985,0.5,0.5,21.277825535669635,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,11.041508277331781,12.005535554819733,12.983824763018765,14.030769214255201,15.08212026896284,15.938243600640552,17.028194847200854,18.01725677149668,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.771894264455046,-2181.0392884300327,0,False,False
EVT-CHE-00000058,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,11.129444972791475,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,10.013069212202891,0.049999999949999985,0.5,0.5,21.725327732166914,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,11.060304889663504,11.929005122195077,12.998332898378939,13.98953828662106,15.026496277060774,16.023600838959048,16.976812673302927,18.011979299556266,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.365141913153582,-2192.709839947481,0,False,False
EVT-CHE-00000078,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,fuzzing,1,12.5100148279565,1,1,set_01,test_01_known_vehicle_known_attack,0.0,22.0,20.445304595799083,0.09999999989999997,0.5,0.5,42.57288304881489,0.0002999999996999999,1e-06,0.01,0.0,8.0,0.1,1.0,12.055883393257236,13.987375062278824,15.914062370311994,17.992793164266452,19.91364850697769,21.949765202267436,24.00105419921136,25.954153711021554,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,16.807597043185087,-5135.907174421916,1,False,False
EVT-CHE-00000086,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,fuzzing,1,10.295941634631527,1,1,set_01,test_01_known_vehicle_known_attack,0.0,22.0,20.170452419123173,0.09999999989999997,0.5,0.5,42.34616232164577,0.0002999999996999999,1e-06,0.01,0.0,8.0,0.1,1.0,12.044895039249651,14.005168113152756,15.976524282333507,18.071646773133537,20.038960349250832,22.043568961304867,24.06076969732258,26.03665826275784,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,16.99623325887389,-5169.51202375659,1,False,False
EVT-CHE-00000079,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,fuzzing,1,11.99101438978727,1,1,set_01,test_01_known_vehicle_known_attack,0.0,22.0,18.856920220203783,0.09999999989999997,0.5,0.5,44.19250090565775,0.0002999999996999999,1e-06,0.01,0.0,8.0,0.1,1.0,12.028213405023566,14.073373585219489,16.046498588516272,18.012060222641512,20.004433677454983,21.997498402636058,24.057373766225798,25.967610076099774,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.476193203949933,-5112.0132552572895,1,False,False
